,track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,key,mode
22430,39o4wsC2bkrezb5CStK4sG,Labor,Son Lux,7xuWUPvk8Xb042QUigdIrE,Brighter Wounds,2018-02-09,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,7,1
20742,61Qhe2mHSLhUE04QeK4lkD,Breakaway,Kelly Clarkson,5gDAEao3VxFdbm8vS0koQq,Breakaway,2004-01-17,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,9,0
7608,3lhAN67vp4RLgJbUUctHHO,Party Like We Use to Do,Willie Clayton,1z7n9bvmywjSWP9hGAFSSl,"Classic Soul, Vol. 1",2006-01-10,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0,1
28586,3T1DGtJP0kEshTKUkUt3V0,Rush,BROHUG,5crKzbP7IXbA2Y47Uj6Pn4,Rush,2019-02-01,PAROOKAVILLE - Big Room,6vbHQdtfmexb0ptmBSpemm,edm,big room,2,1
30169,6gXTlkZQjtNo5j3Kp86H4G,I Would Like - R3hab Remix,Zara Larsson,74jAjZr6wn5MdqUSVi5ump,I Would Like (R3hab Remix),2016-12-23,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,2,0
2424,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Shakira,4DyMK9x2gnmRkRa16zHaEV,Laundry Service,2001-11-13,post-teen pop,4TvZA7Pml7mHLgbwNomlnm,pop,post-teen pop,1,0
7592,6cnufgF6qLJGZT2PRFZBr1,Ain't I - main voc up,Yung L.A.,4wCjej94XDH2kKIc6vBqbI,Ain't I,2008-01-01,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,11,1
23153,3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),Mustard,2WrNHOba5u6P9S9xEboaUy,Perfect Ten,2019-06-28,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,7,1
27286,1cDheV7FoerwJAFtwYG9z0,Deep in Oud,DIA,7IjJSngw8KztkORXL611Uf,Deep in Oud,2019-12-09,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,11,0
22186,4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,Childish Gambino,15k99o4mZJ9mfpQGIOrZ45,Summer Pack,2018-07-11,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0,1
10521,1K9QXJtypYRMVrfHixmHh3,No Smoke - Benzi & Blush Remix,YoungBoy Never Broke Again,34NnpWEF7AquzhFn6kHAoE,No Smoke (Benzi & Blush Remix),2018-06-28,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,9,0
6680,6cHxkkZ3TZUKsjd13pIO1p,Puta Madre,RAF Camora,6HS9ICTqNbO5KSAEJIxmg7,Puta Madre,2019-10-11,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,2,0
16979,6vDt7HlcrB60lK7gsQRr0e,Hazy,Chris Mazuera,6w1V5HODKwRNCpCRC6ViKT,Tigertail,2019-04-02,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,10,1
10847,7zkLlx4bTeeyUyzs1L7gV4,i fucked up,convolk,0kX7jtMexRZgyihSuZdy4y,LONEWOLF,2018-09-25,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,5,0
15012,1Q2CupFbpMieyx9VkoMjVb,Trial by Fire,Mammothor,5ByRdbUXbHEK7ogPeq595a,Trial by Fire,2019-10-25,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,10,0
6781,1nvLkscYH1VRz3sDtEp3lO,Carne,Santa RM,3A900iJUaZkiYcXHBDFFqq,Carne,2019-12-20,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,5,0
18921,5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,Tego Calderon,6Q1kiSijkaHwoCwZUHW6IY,El Abayarde,2003-07-01,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,1,0
18839,6IAUi1xparRDfxBcRHJ8fx,Nana,J Alvarez,2M6W8SvOTOypm7podVhKEk,La Fama Que Camina Extended Play,2019-12-13,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,8,0
30588,0PUWNk7gooEAHUMW5V6e39,Make Me (Cry) - Marshmello Remix,Noah Cyrus,6I4NKjni1kVE0Memv8k4Z5,Make Me (Cry) [Marshmello Remix],2017-02-17,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0,1
2813,0g5EKLgdKvNlln7TNqBByK,Middle,DJ Snake,02sEJTj1sye1JaqxqpcSCp,Encore,2016-08-05,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,9,1
27315,1fbZDbnXkNXN4wbzme7Kk0,Light up the Night,Jamie Berry,3S2xhzwwRpvF75lYFwvSSK,Light up the Night,2019-08-16,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,2,1
7099,0hHR7DwdbnMHPzfWRIOhny,My Homeboy's Girlfriend,8Ball,0IqdbftJ4IQVeecdcgJm73,Lost,1998-05-19,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,1,1
11422,2UDic0ZlCZjpDEMKLmxZGz,Alone Again,オメガトライブ,3o01xlQNwgxRL5efHijzOL,AQUA CITY,1983-09-21,City Pop 1985 シティーポップ,3j2osvmecEao5nmo9jZ5df,rock,album rock,7,1
152,1BltsyC5W3SAABdxyrDXwi,Latch,Disclosure,1ZFGRj11NnZHos8DUbbpF1,Settle,2013-01-01,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,1,1
20330,1Ej96GIBCTvgH7tNX1r3qr,Otro Trago,Sech,3TgOrQ3p23Af8zSsxK8fdX,Sueños,2019-04-19,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,0,1
19231,5cepAtqnEQ6yVG6088zMMu,Corazón (feat. Nego do Borel),Maluma,6MoaDh76Fsg0ogW2l7HAFx,F.A.M.E.,2018-05-18,Tusa - Karol G | China - Anuel AA | Estrenos Reggaeton y Música Urbana 2019,0T47pLnihK4xB8Bk9IQ0Dv,latin,reggaeton,9,0
6600,4qy2jqC6mThGscpYxpNtax,Ban Drill,Krept & Konan,1eJ7FakOalFI3knFc9zjFK,Ban Drill,2019-06-13,Rap Workout,37i9dQZF1DX76t638V6CA8,rap,hip hop,6,0
14876,2Mis0n6Zzz5XhS8vDk7hkx,Shut Up & Kiss Me,Whitesnake,0xBAvm7MOuGPSaNQInW1Pc,Shut Up & Kiss Me,2019-02-14,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,11,0
1685,4j2Z0fivH9kDUhqG69Z3Aa,The Great Escape,Boys Like Girls,4tdCKuu3ERLA39efuNmyfn,Boys Like Girls,2006-08-22,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,1,0
21152,4kEsRngsTsKjaFlFSnVkyq,Loco En El Coco (Insane In the Brain) - Spanish Edit,Cypress Hill,7u6yoSRjIBM2EI52DJLMkZ,Los Grandes Éxitos En Español,1999-10-07,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,8,0
5049,6Yu1OL8I0D4vjOzYdsXYGK,12:51,The Strokes,3HFbH1loOUbqCyPsLuHLLh,Room On Fire,2003-10-28,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,4,1
28150,4ULVqqz1ENoK1JtrbcRoOm,Crazy Flow,Rob Stepwart,246E5OvV4QXhPrGOSj7vdb,Trip Stories,2018-11-27,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0,0
4317,4nnGzheGSMqpLiMStHQkNB,Primadonna,Nina Tribus,0ZW5nRDNk9uVCpOGLUPQcI,Primadonna,2019-11-22,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,1,1
6652,7biTdpboxtQ5apJezizdzh,Dancer,Cero Ismael,5M0LVzbnppX3TkVPXATwt0,Dancer,2019-02-22,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,1,1
30640,0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk,7hwhuEQT4Fp5bzwLlYZtiz,Beautiful Trauma,2017-10-13,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,1,1
25520,6Omdp3oLOkmhDjVqv6vYk9,Resilient,Jakspin,1KHxEyLS0820RN1D3AKnFJ,Resilient,2018-10-19,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,8,0
16901,04NdZUAWOV9qMseKt9NDXK,El Son No Morira,Doris Lavin,7uGLOG467cIWgFodUObgiV,El Son No Morira,2020-01-03,Tropical Rising,37i9dQZF1DX07X8UDWKEwP,latin,tropical,1,1
18723,0P3d6JMvtpNehHfX8thDCc,ISSO LIT,CHRYS THOMPSON,4tFERCoPGJYrSQAyjeuH2W,ISSO LIT,2019-10-31,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,1,1
22904,297rZsBEjFw9d0Gl3iBLnd,Goodie Bag,Still Woozy,31u58iuxrUOJeKJj4SKqOl,Goodie Bag,2017-11-05,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,7,0
12921,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,Europe,5Jkd47JEaCU1g4DcGBnHm3,The Final Countdown (Expanded Edition),1986,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,6,0
21760,1mnqraQ8oV8MX92rdOFLWW,1 Thing,Amerie,2PFK4dMZkqUQfxfSrK8WMf,Touch,2005,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,10,0
12246,3aAuIvgJGdp4wWd60riWfB,Valerie,Steve Winwood,6zpu2C7qPjXrhv5cyuLNZn,Talking Back To The Night,1982-08-02,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,9,1
14570,1fBl642IhJOE5U319Gy2Go,Animal,Neon Trees,7xpjpdislqMXOCw5xsDt4g,Habits,2010-01-01,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,5,1
12244,7257drAN3eTtaaUUPw95B3,Big Log - 2006 Remaster,Robert Plant,7GwY9afibQt4oUfsOucXpl,The Principle Of Moments,2007-05-21,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,9,0
23332,3mmx1lskTHYD7YfbjKKRph,Feel jazz,Nidža Bleja,3IE8cNZxuOxhGKkSLPwrCR,Gajbeni muzicki studio DZEZ,2009-01-01,Nidza Bleja - English HIP HOP/POP Songs,5XQopnmKZnE6RjR6NIzbPS,r&b,hip pop,9,0
14186,5EauMVTXVoQOkax03XXVaV,Adam's Song,blink-182,1fF8kYX49s5Ufv4XEY5sjW,Enema Of The State,1999-01-01,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0,1
20945,3sJ7NkecvtR9razQi5ZjQF,Se Nota En Tus Ojos,Funky,01DU4Brb6WmObvkqdsVWiN,Indestructible,2015-09-29,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,6,0
11474,1fPDldWK8SRdIjGPXrDqZT,Ridiculous Thoughts,The Cranberries,5GugLrmYMl5VRoe2zNgLGp,No Need To Argue,1994-10-03,The Cranberries Best Of,4E3K9oQgvLcKEz0wgBBXxD,rock,album rock,9,0
19744,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,1,1
5542,4IO8X9W69dIQe0EC5ALXhq,Immortal,21 Savage,7xgzD7onYd1Pms93ZOtxxX,Immortal,2019-10-31,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,6,0
9071,7DRG5fvwk3fLH8IsR6AJaT,Gangsta Gangsta - Remastered 2002,N.W.A.,1RcZMUVcZrMxf1shgPN4o0,The Best Of N.W.A: The Strength Of Street Knowledge,2006-01-01,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,6,0
17586,7rN9wxpkoUoZG6hMaLUmFS,Soy Un Desastre,Timbiriche,4dFAq4e42viE6FcvnQfxzy,Timbiriche,2009-01-01,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,10,1
11921,2x0supcZhd6NEH1nem9DnR,The Night They Drove Old Dixie Down - Remastered 2000,The Band,0nPrnmv6maJLLaPpy1cWGB,The Band (Expanded Edition),1969-09-22,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,0,1
10808,0rlHnAs05Bta4DQ8YhwEBs,Worst Day of My Life,Cal Scruby,2C56kHIFdi0gvsDFE5aBlp,Worst Day of My Life,2019-10-09,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,10,1
9399,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,2VVvm4zJlUQm9XmBCvGN6z,Lil Pump,2017-10-06,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,5,1
1545,7lqsmY0ifoZsqBU6DpbCIq,All For Love,Madison Beer,7mJK3UAv5hWE7p7rzvAjuV,All For Love,2015-09-04,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,1,0
23879,1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),G-Eazy,5PO2cqkBjAUOSHdxSDJOL4,Good Life (with G-Eazy & Kehlani),2017-03-16,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,1,1
29693,0GfS3y8Jd7SHWd9R51s7Fo,Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,2LDzwN4iZ4qbSA32E9CG4Q,Dancing With A Stranger (With Normani) [Cheat Codes Remix],2019-03-08,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,1,1
15520,5XE0S3m7Qgh40sjaT4g2VU,We Will Not Go Quietly,Sixx:A.M.,2chkVD6tHlcZKBrMBlHcs3,We Will Not Go Quietly,2016-10-14,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,2,0
32609,5UsfWcP6SThHlZ4oAgx7ge,Follow,Amelie Lens,0vlWyzbAl3ff9b3zout1XQ,Stay With Me,2017-12-15,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,7,1
20799,59s0s39NFWScuHDbHytI14,Indeciso,Reik,4qecT0ZJrf35thz2WaEm6P,Indeciso,2019-08-23,VidaLoca - Latin / Raggaeton / Hip Hop ©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0,1
595,0WVAQaxrT0wsGEG4BCVSn2,Born To Be Yours,Kygo,3Nlbg1BHLXDKqQVQ9ErCmg,Born To Be Yours,2018-06-15,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,3,1
30309,2JVbZEpewmqNlSzmXJTx2E,Favela,Alok,16QR0dsvnAghkCk31Q1Qd3,Favela,2018-08-17,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,2,0
5741,1igeI0Dv9OWFjshEH05A1R,Village,Wun Two,1ePtFvNrEjPCukLY0aixxP,Village,2018-05-27,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0,1
25160,1SQrYjoC3yJAIuBiAhdcVp,Want You,Shay Lia,0Ps8Lby9zMu7tnoXMEpk06,Dangerous,2019-05-24,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,11,0
7311,1kzCW1BcPju60Af3H3x3pA,Yung World,YunginReckless,2qqn6pA4CErxTeSgaDhIgs,Yung World,2019-11-25,Viral Southern Hip Hop,0DdGqNa18DwYyfIR05OrW1,rap,southern hip hop,0,0
1403,2SPEg45ZaUFJCg9GwNmRvw,None Of My Business,Cher Lloyd,6Np7PYk4uftUoNc4hOKu8v,None Of My Business,2018-10-19,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,2,0
18539,0k1hbeZodoEw34FAdbh8xM,Brujeria,El Gran Combo De Puerto Rico,18m4lag970uk1AMSvaUZmg,Aqui No Se Sienta Nadie!,1979,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,7,1
3680,0tauHCQrMIigu9GtuYqIw1,Heart in the Pipes (KAUF Remix),Tony Castles,3zLnCBlMzED6mYc6zSe8CR,Heart in the Pipes (KAUF Remix),2011-08-24,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,pop,electropop,8,0
17242,3bnEhDlFFXeCyyYhbRszW7,I Bet My Life - Alex Adair Remix,Imagine Dragons,6VTwHlsilffsneBm3LbZef,I Bet My Life (Remixes),2015-01-26,Tropical Morning,0vbtbmyihyvl2MVYrdKdGw,latin,tropical,1,1
24565,0PRgPkCr1xGzXcVbHb8njU,Innocent,The Whispers,3m6teYhTYkU2emsaNzaQOC,More Of The Night,1990-01-01,New Jack Swing | The Best 👌,3m4z6komWDtKly3Q1FvFmN,r&b,new jack swing,1,1
14818,2aFsfzUuXuxDr4xo8ndfUt,Sound the Alarm,Shallow Side,7myHqhsaTgKoamdL7xJrAJ,Sound the Alarm,2019-02-22,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,8,0
28865,6Q0eXoO7Kdal8oYFnASqpJ,Candy Shop,Olympis,1EtewkJs8zxlcKOGYGjVUF,Candy Shop,2020-01-17,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,6,1
4482,7wRsfZCxZhZUQGUjneTSCU,King's Cup,Charlee Remitz,3puH1g0sx4PLNlGS79b2sj,Bright White Trims,2015-06-30,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,2,0
8393,4NeOWqHmlrGRuBvsLJC9rL,My Love (feat. T.I.),Justin Timberlake,0tcExuDWMQdBbwSpqN8Ku2,FutureSex/LoveSounds Deluxe Edition,2006-09-13,Southern Hip Hop,57sYMLFXGD4ZqizzcMD7lz,rap,southern hip hop,11,0
9647,1YQ7BbJR8HqAolfprvxGKu,Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,The Notorious B.I.G.,7zg9ZSOQtYLjWnvSawflg6,Born Again,1999,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,1,0
21714,3vFj4xuQTXHOuo6L0qGafv,Gone,The Weeknd,5EbpxRwbbpCJUepbqVTZ1U,Trilogy,2012-01-01,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,7,0
31877,5WZlcp0VzfkcD5E8qAwPFD,Joan of Arc (feat. Thailand),David Guetta,2ox4UcntoWsFQL5RDPKFUF,Pop Life,2007-06-15,Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,4,0
5981,3kxIqD1BObKKHB5kn5sOqD,Dzieci burzy,BORCREW,1eQXrRkCNxRFnd8LgyaTiR,Dzieci burzy,2019-12-06,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0,0
1315,2plLJpUcYPFrl1sW2pMG63,Lights Up,Harry Styles,4Aag1alBrdk2TFnATVmn8D,Lights Up,2019-10-11,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,3,0
22468,2shJ8NyEGiB2DuOTFdgavK,I Will Trust,Fred Hammond,5KghSPn1QOwWo9IEQUtVel,I Will Trust,2014-11-14,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,3,0
32379,4cvT5uUYf5nUw89ZsWQDKF,Miracles - Club Mix,Mike Candys,1NZHkskzEAAehwzyiAtNCh,Miracles,2014-02-14,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,11,1
26844,4hOh9Q2A9a8ZPDmTqd5pNn,Let The Bass,Sesco,5JGx3vS6BFj5gP1jAs5dDu,Get Wkd,2019-04-26,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,1,1
4416,7iTwzSe2fg5xYwCgXXFkEe,Good Day,Surfaces,1HPmeTZ2Mgx0NvynTKpWOj,Good Day,2019-10-04,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,11,1
21612,4wdxRayaGZRTfIUZJv0NY8,Pieces,Eylie,2v4f8ZIvL01eqcmXQwS69Z,Pieces,2019-10-18,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,9,0
10381,07bCARhk2dH7hpMHd1DUJe,Damage,Outr3ach,7rI2abCXTc4I89TEVtIOUU,Damage,2019-11-15,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0,1
24873,174UISK3l7VRbigEHxEev7,Can't You See (feat. The Notorious B.I.G.),Total,4uLoT81NWVFx09mkfnGCHb,Total,1996-01-30,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,8,0
29812,4EouOqmuTn64vk1CGhKL4G,Blackout,Blasterjaxx,0vmKINxf1ycR9JGrZmNNmH,Blackout,2019-09-20,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,5,0
16347,1ePEbbeWx3scydfir7HBcq,Dos Locos,Monchy & Alexandra,6uW6SpZHEJAgu91uiBzdM1,Exitos Y Mas,2006-11-14,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,1,0
3144,59pC3ONM6ggVn0CYi0l1KD,SLOW DANCING IN THE DARK - Loud Luxury Remix,Joji,5mHiYBTIG4T0Exc5VOy8WA,SLOW DANCING IN THE DARK (Loud Luxury Remix),2018-11-09,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,5,0
21432,1i2ujygcFXUBEJucbsBvKQ,MAD GAAL,BEAM,00oRZEMdefGTngzxWArYfs,95,2019-10-18,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,5,0
29163,4lz6RqxvstVbrUGrnKCXY6,Sunshine,Arnold Palmer,1FwBZx8GjDkZp05lJpQRsa,Sunshine,2019-10-04,Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,edm,big room,3,0
8848,56j240KFU0V3pm1FVRVHTT,Gangsta Bop,Akon,0qAQvB9Ffg2IEMo9W6nTZO,Konvicted,2006,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,5,0
9222,0XmigPQY1jq9GxHK4kW6uk,Stress ohne Grund (feat. Bushido),Shindy,5XJFzUdqPdsr7irvz4EnJS,NWA,2013-07-12,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,6,0
10651,49p8H214EdeK34rrqCXwi9,Nossa Que Isso (feat. Mc Rebecca & MC Rogê),WC no Beat,1NDBB3kwfcgmN5Zi6yIQ30,Nossa Que Isso (feat. Mc Rebecca & MC Rogê),2019-02-22,Trap Funk,37i9dQZF1DWTGaQ84g8alz,rap,trap,1,1
18680,2L8nI0gMmceLCmEkdXQYTu,Quiero - Reggaeton Romantico,Cheeky El Exotico,4UevGvwTwKKrIp1UDgEAsK,Quiero - Reggaeton Romantico,2019-10-15,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,6,0
13212,5eo3Oql60QR7NL2zcEsbe8,Feelin' Alright?,Traffic,0HXUEUFACh0b3VBhm7jBhi,Traffic,1968-01-01,Classic Rock Retrogamer,6gUFdcGzKAHyDXY9TKC6cP,rock,classic rock,5,1
7684,110pEfj2ij3wmN7Cs9RG7D,Drinking Again,Avail Hollywood,2RIoVyhV2QirL4FCsvZyQK,Drinking Again,2011-03-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,6,0
32648,4OLXKt8Xnqv3cyx5kTUi48,Kaleidoscope Clouds,E-Mantra,2bV5bzb5ClP6tOULtra5UE,Floating Spirals,2012-11-06,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,7,1
16977,5cMHH1V7mG0gHKZNo79WCL,Bahama Breeze,"Sarah, the Illstrumentalist",2ik0v9VlBvqeoyDsXZsXQU,Discover the World Vol. 1,2020-01-03,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,6,1
4522,4VA9yqBTQjjAZL4fQhlK9M,ease your mind,joan,4wYxQMGyGCQn4L9i9MjxCR,ease your mind,2019-10-18,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,6,1
11985,4843z32hdeFmLo6QBFPsCz,Oublie Moi,Riké,59HAglz6AG4Qe8rSNEIlbS,Vivons!,2007-01-29,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,10,0
5082,4H7WNRErSbONkM06blBoGc,Stay,Post Malone,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,2018-04-27,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,5,1
14912,5X0bLSho0KTiSQYCI0IOcl,Dr. Feelgood,Mötley Crüe,2roIODnunU2CI0QWY3T8H9,Dr. Feelgood 20th Anniversary (Expanded Version),1989,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,2,1
4789,2XMQVAiXcqawEaXspScvwB,Someday,Ed Whicher,0z5V6kZjC7HLocpLwa6mOV,Someday,2019-12-20,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,2,1
18380,5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",5zi7WsKlIiUXv09tbGLKsE,IGOR,2019-05-17,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,9,1
2956,3vSQ77N9hFsXQDG9OqmEJK,Can't Live without Your Love,Janelle Monáe,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,6,0
503,6TgLQJ87xq6adrAU6HzaTW,Giant - Robin Schulz Remix,Calvin Harris,6iWzYN6YR6Myd2XHSaHzaW,Giant (Robin Schulz Remix),2019-02-15,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,1,0
